Confirmation Number,Services Offered,Target Entity,Interest Areas,Investors,Hiring Requirement,GeoLocation,Job Function,Investment Range,Investment Requirement,Services Required,Companies Raising Money,GeoLocation 
108758833,,,,,"Finance & Accounting,Product Development & Management,Environmental, Social & Corporate Governance (ESG),Merchandising,Consulting & Advisory,Research, Content & Journalism,Sales, BD & Account Management,Technology & IT,Strategy, Innovation & Transformation,Other,Executive Leadership & Board of Directors,Supply Chain, Operations & Fulfillment,HR, Talent Acquisition & Workforce Management,Investing,Store Operations,Partnerships,Customer Experience,Marketing, Advertising & Communications","Germany, Austria & Switzerland,China,Africa,Asia - Other,France & Benelux,India,Southern Europe",Finance & Accounting,,$1 million+ to $5 million,,True,"Germany, Austria & Switzerland,China,Africa,Asia - Other,France & Benelux,India,Southern Europe"
109592544,,"Established Retailer or Brand,Marketing & Digital Agency,Large Solution Provider or Technology Company,Real Estate,Media or Sell Side Analyst,Marketplace or Marketplace Solution,Startup Solution Provider or Technology Company,Industry Association or Nonprofit,Professional Services Firm,Investor (VC, PE or Other),Higher Education",,True,"Product Development & Management,Digital & Ecommerce,Sales, BD & Account Management,Store Operations,Legal, Compliance & Risk,Executive Leadership & Board of Directors,HR, Talent Acquisition & Workforce Management,Technology & IT,Consulting & Advisory,Data, Analytics & Insights,Merchandising,Procurement & Vendor Management,Logistics & Transportation (inc. Last-Mile)","Asia - Other,Germany, Austria & Switzerland,UK & Ireland,Eastern Europe,Central & South America,Nordics,India,Australia & New Zealand,China,North America","Data, Analytics & Insights,Logistics & Transportation (inc. Last-Mile)","$1 million or less
More than $10 million
$5 million+ to 10 million
$1 million+ to $5 million",,,,"Asia - Other,Germany, Austria & Switzerland,UK & Ireland,Eastern Europe,Central & South America,Nordics,India,Australia & New Zealand,China,North America"
108150980,,,,,,,,,,,,
104698606,"Price Optimization Solutions,Mobile Commerce Platforms,Translation & Localization Services,Marketing Campaign Management","Real Estate,Government,Established Retailer or Brand,Investor (VC, PE or Other)",,,"Store Operations,Investing","UK & Ireland,Asia - Other,Germany, Austria & Switzerland,India,Other Europe,North America,Middle East,China,Southern Europe,Eastern Europe,Central & South America,France & Benelux","Customer Experience,Legal, Compliance & Risk,Store Operations",,More than $10 million,,True,"UK & Ireland,Asia - Other,Germany, Austria & Switzerland,India,Other Europe,North America,Middle East,China,Southern Europe,Eastern Europe,Central & South America,France & Benelux"
108860684,Content Marketing Solutions,,,False,"Research, Content & Journalism,Supply Chain, Operations & Fulfillment,Strategy, Innovation & Transformation","Central & South America,Other Europe,Middle East,Africa,Southern Europe,Germany, Austria & Switzerland","Consulting & Advisory,Research, Content & Journalism,Strategy, Innovation & Transformation",,,,,"Central & South America,Other Europe,Middle East,Africa,Southern Europe,Germany, Austria & Switzerland"
108891844,"Marketing Campaign Management,Media Buying Services,Social Media Marketing Solutions,Creative & Design Services",,,,"Consulting & Advisory,Finance & Accounting,Data, Analytics & Insights,Technology & IT,Partnerships,Store Operations,Executive Leadership & Board of Directors,Sales, BD & Account Management,Research, Content & Journalism,Other,Legal, Compliance & Risk,Procurement & Vendor Management","Africa,Southern Europe,Middle East,Other Europe","Research, Content & Journalism",,,"Mobile Wallets & Payments Solutions,Affiliate Marketing Solutions,Associate Mobility Solutions",False,"Africa,Southern Europe,Middle East,Other Europe"
101073209,"Delivery (inc. Last Mile) & Pickup Solutions,Warehouse Management System",,,,,"India,Asia - Other,North America,UK & Ireland,Nordics,Germany, Austria & Switzerland,France & Benelux,Middle East,Central & South America,Eastern Europe,Australia & New Zealand,Other Europe,China,Africa,Southern Europe",Investing,,,,,"India,Asia - Other,North America,UK & Ireland,Nordics,Germany, Austria & Switzerland,France & Benelux,Middle East,Central & South America,Eastern Europe,Australia & New Zealand,Other Europe,China,Africa,Southern Europe"
103564020,,,,,"Other,HR, Talent Acquisition & Workforce Management,Data, Analytics & Insights,Investing,Supply Chain, Operations & Fulfillment,Sales, BD & Account Management,Store Operations,Digital & Ecommerce,Environmental, Social & Corporate Governance (ESG),Product Development & Management,Research, Content & Journalism,Finance & Accounting,Technology & IT,Procurement & Vendor Management,Executive Leadership & Board of Directors,Strategy, Innovation & Transformation,Customer Experience,Consulting & Advisory,Partnerships","Middle East,Nordics,China,North America,India,Southern Europe",Merchandising,,,Packaging Solutions,,"Middle East,Nordics,China,North America,India,Southern Europe"
103629766,"Gift Cards and Digital Gifting Solutions,B2B Financing & Lending Solutions","Media or Sell Side Analyst,Industry Association or Nonprofit,Marketing & Digital Agency,Government,Professional Services Firm,Startup Retailer or Brand,Investor (VC, PE or Other)",,,,"Asia - Other,France & Benelux,Middle East,Other Europe","Research, Content & Journalism,Procurement & Vendor Management,Digital & Ecommerce",,,,,"Asia - Other,France & Benelux,Middle East,Other Europe"
101088116,,,,,"Partnerships,Merchandising","Other Europe,Africa,Central & South America,Germany, Austria & Switzerland,Middle East,Australia & New Zealand,Eastern Europe,France & Benelux,China,Nordics,India,Asia - Other","Merchandising,Sales, BD & Account Management,Investing",,,,,"Other Europe,Africa,Central & South America,Germany, Austria & Switzerland,Middle East,Australia & New Zealand,Eastern Europe,France & Benelux,China,Nordics,India,Asia - Other"
101720485,,,,,,"Africa,Eastern Europe,Germany, Austria & Switzerland,Southern Europe,Australia & New Zealand,UK & Ireland,India,Asia - Other,France & Benelux,Middle East","Research, Content & Journalism,Customer Experience,Legal, Compliance & Risk",,,"Shoppable Video & Livestreaming Solutions,Autonomous Vehicles,Returns Solutions,Expense & Spend Management Solutions,Insurance and Warranty Solutions,Sustainability Solutions,Search Engine Marketing (SEM)",False,"Africa,Eastern Europe,Germany, Austria & Switzerland,Southern Europe,Australia & New Zealand,UK & Ireland,India,Asia - Other,France & Benelux,Middle East"
109996390,,,,,,"Middle East,Asia - Other,India,Central & South America","Executive Leadership & Board of Directors,Merchandising,Procurement & Vendor Management",,,,,"Middle East,Asia - Other,India,Central & South America"
108011417,,"Real Estate,Marketing & Digital Agency,Investor (VC, PE or Other),Established Retailer or Brand,Government,Large Solution Provider or Technology Company,Industry Association or Nonprofit,Startup Retailer or Brand,Startup Solution Provider or Technology Company,Higher Education,Marketplace or Marketplace Solution,Media or Sell Side Analyst",,,,"Southern Europe,Africa,Asia - Other,Middle East,Eastern Europe,China,UK & Ireland,Other Europe,Nordics,France & Benelux,Germany, Austria & Switzerland","Executive Leadership & Board of Directors,Finance & Accounting",,$5 million+ to 10 million,App Commerce Platforms,True,"Southern Europe,Africa,Asia - Other,Middle East,Eastern Europe,China,UK & Ireland,Other Europe,Nordics,France & Benelux,Germany, Austria & Switzerland"
104550691,,,,,"Environmental, Social & Corporate Governance (ESG),Store Operations,Supply Chain, Operations & Fulfillment,Executive Leadership & Board of Directors,Digital & Ecommerce,Product Development & Management,Procurement & Vendor Management,Partnerships,Technology & IT,Other,Consulting & Advisory,Strategy, Innovation & Transformation,Finance & Accounting,Marketing, Advertising & Communications,Data, Analytics & Insights,Logistics & Transportation (inc. Last-Mile),Sales, BD & Account Management","Africa,Middle East,Australia & New Zealand,Other Europe","HR, Talent Acquisition & Workforce Management,Research, Content & Journalism,Technology & IT",,$1 million+ to $5 million,"POS Hardware & Peripherals,Merchant Services Solutions,Multichannel Marketing Platforms,Blockchain & Traceability",True,"Africa,Middle East,Australia & New Zealand,Other Europe"
106661409,"Data Management Platforms,Content Marketing Solutions,Shipping Providers,Shopper Marketing Solutions,Location Based Marketing Solutions,Web & App Analytics",,,,,"Southern Europe,France & Benelux,Africa,India,Middle East,Australia & New Zealand,China,Germany, Austria & Switzerland,Other Europe,UK & Ireland,Eastern Europe","Research, Content & Journalism",,,"Email Marketing Solutions,Financial Planning, Analysis & Forecasting Tools,Customer Feedback Solutions,Price Optimization Solutions,Customer Data Platforms,Market Research & Analysis Services,Payroll & Earned Wage Access Solutions,Augmented Reality & Virtual Reality",False,"Southern Europe,France & Benelux,Africa,India,Middle East,Australia & New Zealand,China,Germany, Austria & Switzerland,Other Europe,UK & Ireland,Eastern Europe"
104873680,"Merchant Services Solutions,Consumer Sentiment & Reviews,Legal, Compliance & Regulatory Services,Merchandising Analytics,Mobile Commerce Platforms,Marketing Analytics,Financial Planning, Analysis & Forecasting Tools,Location Based Marketing Solutions",,,True,"Environmental, Social & Corporate Governance (ESG),Legal, Compliance & Risk,Technology & IT,Store Operations,Supply Chain, Operations & Fulfillment,Executive Leadership & Board of Directors,Sales, BD & Account Management,Other,Procurement & Vendor Management,Merchandising,Strategy, Innovation & Transformation,Product Development & Management,Partnerships,Research, Content & Journalism,Investing,Customer Experience,Consulting & Advisory,Logistics & Transportation (inc. Last-Mile)","Asia - Other,India,Central & South America,Africa,Southern Europe,UK & Ireland,Australia & New Zealand,Nordics,France & Benelux,Eastern Europe,Middle East,China,Germany, Austria & Switzerland",Other,"$5 million+ to 10 million
$1 million or less
$1 million+ to $5 million",,,,"Asia - Other,India,Central & South America,Africa,Southern Europe,UK & Ireland,Australia & New Zealand,Nordics,France & Benelux,Eastern Europe,Middle East,China,Germany, Austria & Switzerland"
102090153,Multichannel Marketing Platforms,"Professional Services Firm,Marketplace or Marketplace Solution,Higher Education,Industry Association or Nonprofit,Large Solution Provider or Technology Company,Startup Solution Provider or Technology Company",,,,"Asia - Other,Africa,Germany, Austria & Switzerland,Australia & New Zealand,Nordics,Other Europe,Southern Europe,India,Eastern Europe","Environmental, Social & Corporate Governance (ESG)",,,,False,"Asia - Other,Africa,Germany, Austria & Switzerland,Australia & New Zealand,Nordics,Other Europe,Southern Europe,India,Eastern Europe"
108133959,"Competitive Pricing Insights & Solutions,Artificial Intelligence (inc. Machine Learning)",Professional Services Firm,,,"Technology & IT,Environmental, Social & Corporate Governance (ESG),Procurement & Vendor Management,Research, Content & Journalism,Logistics & Transportation (inc. Last-Mile),Digital & Ecommerce,Strategy, Innovation & Transformation,HR, Talent Acquisition & Workforce Management,Product Development & Management,Legal, Compliance & Risk,Sales, BD & Account Management,Partnerships,Supply Chain, Operations & Fulfillment,Consulting & Advisory,Finance & Accounting,Customer Experience,Executive Leadership & Board of Directors","Germany, Austria & Switzerland,China,North America,Southern Europe,Nordics,Middle East,Other Europe,Central & South America","Supply Chain, Operations & Fulfillment",,,"Product Lifecycle Management (PLM) Solutions,B2B Ecommerce Platforms",False,"Germany, Austria & Switzerland,China,North America,Southern Europe,Nordics,Middle East,Other Europe,Central & South America"
102869329,"Artificial Intelligence (inc. Machine Learning),Cloud Hosting Services,Automated Retail Kiosks",,,,"Consulting & Advisory,Partnerships,Store Operations,Logistics & Transportation (inc. Last-Mile),Environmental, Social & Corporate Governance (ESG),Finance & Accounting,Product Development & Management,Investing,Supply Chain, Operations & Fulfillment,Other,Research, Content & Journalism,Procurement & Vendor Management,Marketing, Advertising & Communications,Technology & IT,Customer Experience,Digital & Ecommerce","Eastern Europe,North America,India,Asia - Other","Consulting & Advisory,Other",,$5 million+ to 10 million,,True,"Eastern Europe,North America,India,Asia - Other"
108020408,,"Professional Services Firm,Higher Education,Large Solution Provider or Technology Company,Government,Real Estate,Investor (VC, PE or Other),Established Retailer or Brand,Marketplace or Marketplace Solution,Startup Retailer or Brand",,,,"Africa,Asia - Other,China,India,Eastern Europe,Southern Europe,Central & South America","Strategy, Innovation & Transformation,Investing,Digital & Ecommerce",,,,,"Africa,Asia - Other,China,India,Eastern Europe,Southern Europe,Central & South America"
108461431,,"Higher Education,Established Retailer or Brand,Marketplace or Marketplace Solution,Startup Retailer or Brand,Media or Sell Side Analyst",,,,"Middle East,Australia & New Zealand,Other Europe,North America,Africa,France & Benelux,Nordics,Southern Europe,Asia - Other,China","Data, Analytics & Insights,Marketing, Advertising & Communications,Strategy, Innovation & Transformation",,,,,"Middle East,Australia & New Zealand,Other Europe,North America,Africa,France & Benelux,Nordics,Southern Europe,Asia - Other,China"
107611959,"Cause-Based Marketing Solutions,Social Commerce Platforms","Investor (VC, PE or Other),Higher Education,Government,Marketplace or Marketplace Solution,Industry Association or Nonprofit,Established Retailer or Brand,Marketing & Digital Agency,Startup Solution Provider or Technology Company,Large Solution Provider or Technology Company",,,,"China,Eastern Europe,Southern Europe,India","Strategy, Innovation & Transformation",,,"Subscription Management & Recurring Payment Solutions,Gift Cards and Digital Gifting Solutions,Legal, Compliance & Regulatory Services,Shoppable Video & Livestreaming Solutions,Cloud Hosting Services,Returns Solutions",False,"China,Eastern Europe,Southern Europe,India"
106403723,,,,,"Executive Leadership & Board of Directors,Sales, BD & Account Management,Technology & IT,Data, Analytics & Insights,Partnerships,Store Operations,Procurement & Vendor Management,Other,Research, Content & Journalism,Environmental, Social & Corporate Governance (ESG)","Southern Europe,Asia - Other","Supply Chain, Operations & Fulfillment",,,,False,"Southern Europe,Asia - Other"
106896029,,"Higher Education,Industry Association or Nonprofit,Startup Retailer or Brand,Real Estate,Investor (VC, PE or Other),Large Solution Provider or Technology Company,Media or Sell Side Analyst,Government",,,,"Other Europe,North America,India,Asia - Other,Nordics","Product Development & Management,Environmental, Social & Corporate Governance (ESG)",,,,False,"Other Europe,North America,India,Asia - Other,Nordics"
107934859,,"Startup Retailer or Brand,Marketplace or Marketplace Solution,Investor (VC, PE or Other),Professional Services Firm,Real Estate,Established Retailer or Brand,Industry Association or Nonprofit,Large Solution Provider or Technology Company,Startup Solution Provider or Technology Company,Higher Education,Media or Sell Side Analyst,Marketing & Digital Agency,Government",,,"Investing,Data, Analytics & Insights,Environmental, Social & Corporate Governance (ESG)","Other Europe,Middle East,India,Asia - Other,China,France & Benelux,Nordics,UK & Ireland,Australia & New Zealand",Finance & Accounting,,,"In-Store Media Solutions,Content Delivery Platforms & Networks,Shoppable Video & Livestreaming Solutions,Payroll & Earned Wage Access Solutions,Cause-Based Marketing Solutions",False,"Other Europe,Middle East,India,Asia - Other,China,France & Benelux,Nordics,UK & Ireland,Australia & New Zealand"
108406497,,"Established Retailer or Brand,Industry Association or Nonprofit,Marketing & Digital Agency",,,,"UK & Ireland,Other Europe,Middle East,China,France & Benelux,India,Asia - Other,Australia & New Zealand,Central & South America",Consulting & Advisory,,,,False,"UK & Ireland,Other Europe,Middle East,China,France & Benelux,India,Asia - Other,Australia & New Zealand,Central & South America"
101885503,,"Established Retailer or Brand,Large Solution Provider or Technology Company,Marketplace or Marketplace Solution,Startup Retailer or Brand,Professional Services Firm,Industry Association or Nonprofit,Higher Education,Government,Marketing & Digital Agency,Real Estate,Media or Sell Side Analyst,Startup Solution Provider or Technology Company",,,,"Nordics,Middle East,North America","HR, Talent Acquisition & Workforce Management",,,,,"Nordics,Middle East,North America"
108797999,,,,,,,,,,,,
101553818,,,,,,,,,,,,
103671161,Data Integrity & Cybersecurity Solutions,"Media or Sell Side Analyst,Large Solution Provider or Technology Company,Real Estate,Startup Retailer or Brand,Marketing & Digital Agency,Professional Services Firm,Investor (VC, PE or Other),Startup Solution Provider or Technology Company,Marketplace or Marketplace Solution",,,,Middle East,"Product Development & Management,Marketing, Advertising & Communications",,,"App Commerce Platforms,Sourcing Solutions & Services,Shelf Monitoring Systems,BNPL & Customer Installment Lending Solutions",,Middle East
109762192,,,,,,Eastern Europe,"Consulting & Advisory,Data, Analytics & Insights,Environmental, Social & Corporate Governance (ESG)",,,,False,Eastern Europe
104546875,,,,,,Eastern Europe,"Consulting & Advisory,Data, Analytics & Insights",,,Influencer Marketing Solutions,False,Eastern Europe
105271074,,,,,,Other Europe,Consulting & Advisory,,,,False,Other Europe
106026935,,,,,,North America,"Technology & IT,Logistics & Transportation (inc. Last-Mile)",,,,False,North America
105779001,,"Marketing & Digital Agency,Marketplace or Marketplace Solution,Industry Association or Nonprofit,Startup Retailer or Brand,Government,Higher Education,Startup Solution Provider or Technology Company,Real Estate,Professional Services Firm",,,,"Africa,Nordics,Other Europe,Southern Europe,UK & Ireland,Central & South America,Australia & New Zealand,Asia - Other,North America,India","Executive Leadership & Board of Directors,Legal, Compliance & Risk",,$1 million or less,"Data Warehousing,Automated Retail Kiosks,Data Visualization Tools,Live Chat, Chatbots & Virtual Assistants Solutions",True,"Africa,Nordics,Other Europe,Southern Europe,UK & Ireland,Central & South America,Australia & New Zealand,Asia - Other,North America,India"
109689079,"POS Hardware & Peripherals,Digital Marketing Services,Third Party Logistics (3PL) Services,Automated Retail Kiosks,Back Office Process & Workflow Automation (inc. RPA),Multichannel Marketing Platforms","Established Retailer or Brand,Higher Education,Startup Solution Provider or Technology Company,Real Estate,Industry Association or Nonprofit,Professional Services Firm,Marketing & Digital Agency,Government,Investor (VC, PE or Other)",,,,"Africa,Asia - Other,India,Southern Europe","Marketing, Advertising & Communications",,,,,"Africa,Asia - Other,India,Southern Europe"
108703726,,,,,"Consulting & Advisory,Store Operations,Supply Chain, Operations & Fulfillment,Other","Central & South America,Eastern Europe,Middle East,Germany, Austria & Switzerland,Africa,Southern Europe,China","Product Development & Management,Logistics & Transportation (inc. Last-Mile)",,,"Sustainability Solutions,Interactive In-Store Technologies (inc. Music & Entertainment),Distribution Center Management,Multichannel Marketing Platforms,Insurance and Warranty Solutions,Content Delivery Platforms & Networks",False,"Central & South America,Eastern Europe,Middle East,Germany, Austria & Switzerland,Africa,Southern Europe,China"
101466513,"Competitive Pricing Insights & Solutions,Financial Planning, Analysis & Forecasting Tools,Business Intelligence Tools","Large Solution Provider or Technology Company,Media or Sell Side Analyst,Established Retailer or Brand,Industry Association or Nonprofit,Startup Retailer or Brand,Startup Solution Provider or Technology Company,Professional Services Firm,Government,Real Estate,Higher Education,Investor (VC, PE or Other),Marketplace or Marketplace Solution,Marketing & Digital Agency",,,"Environmental, Social & Corporate Governance (ESG),Investing,Marketing, Advertising & Communications,Executive Leadership & Board of Directors,Digital & Ecommerce,Finance & Accounting,Technology & IT,Store Operations,HR, Talent Acquisition & Workforce Management,Procurement & Vendor Management","Middle East,Germany, Austria & Switzerland,China,France & Benelux,Eastern Europe,Africa,India,Australia & New Zealand,Central & South America,North America,UK & Ireland,Nordics","Product Development & Management,HR, Talent Acquisition & Workforce Management,Procurement & Vendor Management",,$1 million or less,,True,"Middle East,Germany, Austria & Switzerland,China,France & Benelux,Eastern Europe,Africa,India,Australia & New Zealand,Central & South America,North America,UK & Ireland,Nordics"
103433815,Shopper Marketing Solutions,,,,"Strategy, Innovation & Transformation,Logistics & Transportation (inc. Last-Mile),Supply Chain, Operations & Fulfillment,Legal, Compliance & Risk,Partnerships,Digital & Ecommerce,Executive Leadership & Board of Directors,Research, Content & Journalism","Eastern Europe,Nordics,Asia - Other,India,China,Middle East,Australia & New Zealand,Germany, Austria & Switzerland,France & Benelux,Africa,Southern Europe,Central & South America","Consulting & Advisory,Partnerships,Merchandising",,,"Automated Retail Kiosks,Metaverse Platforms & Solutions,Social Media Marketing Solutions,Video Marketing Solutions,Social Commerce Platforms,Packaging Solutions",False,"Eastern Europe,Nordics,Asia - Other,India,China,Middle East,Australia & New Zealand,Germany, Austria & Switzerland,France & Benelux,Africa,Southern Europe,Central & South America"
105796092,,,,,"HR, Talent Acquisition & Workforce Management,Technology & IT,Merchandising,Environmental, Social & Corporate Governance (ESG),Sales, BD & Account Management,Partnerships,Store Operations,Product Development & Management,Supply Chain, Operations & Fulfillment,Customer Experience,Finance & Accounting,Investing,Consulting & Advisory","Central & South America,Africa,UK & Ireland,North America,Australia & New Zealand,Eastern Europe,Middle East,Germany, Austria & Switzerland,India",Logistics & Transportation (inc. Last-Mile),,,"Content Production Services & Solutions,Cause-Based Marketing Solutions,Loyalty Management Solutions,Merchandising Analytics,Shopper Marketing Solutions,Branding Services,Web Performance & Security Solutions,Supply Chain Management Software",False,"Central & South America,Africa,UK & Ireland,North America,Australia & New Zealand,Eastern Europe,Middle East,Germany, Austria & Switzerland,India"
107883809,,"Startup Solution Provider or Technology Company,Large Solution Provider or Technology Company,Marketplace or Marketplace Solution,Government",,,,"China,Nordics,Middle East,Australia & New Zealand,France & Benelux,Asia - Other","Environmental, Social & Corporate Governance (ESG)",,,,,"China,Nordics,Middle East,Australia & New Zealand,France & Benelux,Asia - Other"
100739486,,"Higher Education,Media or Sell Side Analyst,Established Retailer or Brand,Government",,,,"Other Europe,Africa,Eastern Europe,Asia - Other,Nordics,India,China,Southern Europe,North America,UK & Ireland","Product Development & Management,Logistics & Transportation (inc. Last-Mile),Legal, Compliance & Risk",,,,,"Other Europe,Africa,Eastern Europe,Asia - Other,Nordics,India,China,Southern Europe,North America,UK & Ireland"
108761244,,,,,,"Asia - Other,Australia & New Zealand,Africa,China,Germany, Austria & Switzerland,Other Europe,Southern Europe,Central & South America,North America,Middle East,France & Benelux,India,Eastern Europe,Nordics,UK & Ireland","Finance & Accounting,Logistics & Transportation (inc. Last-Mile)",,,"Content Marketing Solutions,Third Party Logistics (3PL) Services,Data Warehousing,Sourcing Solutions & Services,Fulfillment Solutions,Payroll & Earned Wage Access Solutions,Data Integrity & Cybersecurity Solutions,Category Management Solutions",False,"Asia - Other,Australia & New Zealand,Africa,China,Germany, Austria & Switzerland,Other Europe,Southern Europe,Central & South America,North America,Middle East,France & Benelux,India,Eastern Europe,Nordics,UK & Ireland"
106713849,,,,,"Other,Merchandising,Environmental, Social & Corporate Governance (ESG),Product Development & Management,Customer Experience,Digital & Ecommerce,Logistics & Transportation (inc. Last-Mile),Supply Chain, Operations & Fulfillment,Legal, Compliance & Risk,Data, Analytics & Insights,Consulting & Advisory","Asia - Other,Eastern Europe,Germany, Austria & Switzerland,North America,Other Europe,France & Benelux","Technology & IT,Sales, BD & Account Management,Procurement & Vendor Management",,,,,"Asia - Other,Eastern Europe,Germany, Austria & Switzerland,North America,Other Europe,France & Benelux"
102772691,"Flexible Labor/Gig Economy Management,Automated Retail Kiosks,Cause-Based Marketing Solutions,Web & App Analytics",,,,"Environmental, Social & Corporate Governance (ESG)","Australia & New Zealand,France & Benelux,Germany, Austria & Switzerland,Eastern Europe,China,India,Africa,Central & South America,Asia - Other,UK & Ireland,Southern Europe","Marketing, Advertising & Communications,Merchandising",,,"Inventory Planning & Optimization Tools,Associate Mobility Solutions,Influencer Marketing Solutions,Mapping & Wayfinding Technologies,Digital Couponing Solutions & Circulars,Social Media Services,Consultancy & Advisory Services,Autonomous Vehicles,Marketing Analytics,Automated & Self Checkout Solutions",False,"Australia & New Zealand,France & Benelux,Germany, Austria & Switzerland,Eastern Europe,China,India,Africa,Central & South America,Asia - Other,UK & Ireland,Southern Europe"
108028117,,,,,,"UK & Ireland,France & Benelux,India","Executive Leadership & Board of Directors,Investing,Store Operations",,,,,"UK & Ireland,France & Benelux,India"
101811213,,Startup Retailer or Brand,,,,"Middle East,Africa,Central & South America,Germany, Austria & Switzerland,Southern Europe,UK & Ireland,France & Benelux,North America,Asia - Other",Procurement & Vendor Management,,,,,"Middle East,Africa,Central & South America,Germany, Austria & Switzerland,Southern Europe,UK & Ireland,France & Benelux,North America,Asia - Other"
107886363,,,,,"Supply Chain, Operations & Fulfillment,Technology & IT,Marketing, Advertising & Communications,Consulting & Advisory,Digital & Ecommerce,Customer Experience,Legal, Compliance & Risk,Store Operations,Research, Content & Journalism,Procurement & Vendor Management,Strategy, Innovation & Transformation,Finance & Accounting,Product Development & Management,Partnerships,Other,HR, Talent Acquisition & Workforce Management,Merchandising,Environmental, Social & Corporate Governance (ESG),Sales, BD & Account Management,Executive Leadership & Board of Directors,Logistics & Transportation (inc. Last-Mile)","Africa,Central & South America,China,Germany, Austria & Switzerland,Middle East,Australia & New Zealand,Asia - Other,Southern Europe,Nordics,UK & Ireland,France & Benelux","Consulting & Advisory,Product Development & Management,Supply Chain, Operations & Fulfillment",,,"Augmented Reality & Virtual Reality,Content Management Systems,Forecasting & Replenishment Solutions,Product Data Management Solutions,Video Marketing Solutions,Reconciliation & Reporting Solutions,Metaverse Platforms & Solutions",False,"Africa,Central & South America,China,Germany, Austria & Switzerland,Middle East,Australia & New Zealand,Asia - Other,Southern Europe,Nordics,UK & Ireland,France & Benelux"
100152928,"Cross-Border Ecommerce Platforms,Delivery (inc. Last Mile) & Pickup Solutions,Financial Planning, Analysis & Forecasting Tools",,,,,"Eastern Europe,UK & Ireland,Germany, Austria & Switzerland","Consulting & Advisory,Supply Chain, Operations & Fulfillment,Procurement & Vendor Management",,,"Display Marketing Solutions,Video Marketing Solutions,Insurance and Warranty Solutions,Mapping & Wayfinding Technologies",,"Eastern Europe,UK & Ireland,Germany, Austria & Switzerland"
101378096,,"Startup Solution Provider or Technology Company,Established Retailer or Brand",,,,"Australia & New Zealand,North America,France & Benelux,India,Central & South America,Germany, Austria & Switzerland,Middle East,China,UK & Ireland,Africa,Other Europe","Consulting & Advisory,Environmental, Social & Corporate Governance (ESG),Customer Experience",,,,,"Australia & New Zealand,North America,France & Benelux,India,Central & South America,Germany, Austria & Switzerland,Middle East,China,UK & Ireland,Africa,Other Europe"
102514933,"Inventory Planning & Optimization Tools,Automated & Self Checkout Solutions,Financial, Accounting & ERP Solutions & Integration Services,Insurance and Warranty Solutions,Supply Chain Management Software,Packaging Solutions",,,,,"China,Germany, Austria & Switzerland,Africa,Southern Europe,Asia - Other,France & Benelux,Eastern Europe,Other Europe",Store Operations,,More than $10 million,"Store Design Services,Blockchain & Traceability,NFTs & Tokens,Content Delivery Platforms & Networks,Digital Couponing Solutions & Circulars",True,"China,Germany, Austria & Switzerland,Africa,Southern Europe,Asia - Other,France & Benelux,Eastern Europe,Other Europe"
104280746,"Delivery (inc. Last Mile) & Pickup Solutions,Event/Experiential Services,Returns Solutions,Inventory Management Systems,Multichannel Marketing Platforms,Web & App Analytics,Product Information Management (PIM) Solutions",,,,,"France & Benelux,Central & South America,Eastern Europe,India,Middle East,UK & Ireland,Nordics,Asia - Other,North America","Strategy, Innovation & Transformation,Supply Chain, Operations & Fulfillment",,$5 million+ to 10 million,"Email Marketing Solutions,Customer Relationship Management (CRM) Solutions,Live Chat, Chatbots & Virtual Assistants Solutions,Customer Feedback Solutions",True,"France & Benelux,Central & South America,Eastern Europe,India,Middle East,UK & Ireland,Nordics,Asia - Other,North America"
106837539,"Video Web Operations,Consultancy & Advisory Services",,,,"Legal, Compliance & Risk,Store Operations,Data, Analytics & Insights,Product Development & Management,Technology & IT,Marketing, Advertising & Communications,Sales, BD & Account Management,Finance & Accounting,Customer Experience,Investing,Consulting & Advisory,Digital & Ecommerce,Research, Content & Journalism,Executive Leadership & Board of Directors,Environmental, Social & Corporate Governance (ESG),Supply Chain, Operations & Fulfillment","Other Europe,Middle East,UK & Ireland,Nordics,India","Strategy, Innovation & Transformation,Investing",,$1 million or less,,True,"Other Europe,Middle East,UK & Ireland,Nordics,India"
103530155,"Crypto Payments Solutions,Delivery (inc. Last Mile) & Pickup Solutions,Product Imagery Solutions",,,,"Store Operations,Procurement & Vendor Management,Logistics & Transportation (inc. Last-Mile),Executive Leadership & Board of Directors,Product Development & Management,Environmental, Social & Corporate Governance (ESG),Research, Content & Journalism,Strategy, Innovation & Transformation,Marketing, Advertising & Communications","Middle East,Other Europe,North America,Nordics,Germany, Austria & Switzerland,Central & South America,India,UK & Ireland,Asia - Other,China,Australia & New Zealand,France & Benelux,Africa,Southern Europe","Sales, BD & Account Management",,More than $10 million,"In-Store Media Solutions,Real Estate Brokerage & Advisory Services,Data Warehousing,Market Research & Analysis Services,Expense & Spend Management Solutions,Content Delivery Platforms & Networks,Metaverse Platforms & Solutions",True,"Middle East,Other Europe,North America,Nordics,Germany, Austria & Switzerland,Central & South America,India,UK & Ireland,Asia - Other,China,Australia & New Zealand,France & Benelux,Africa,Southern Europe"
